,Horodateur,Boutique,code postal,anciennete,frequence,conversion,"En 2 mots, comment définiriez-vous la Maison ?",A quelle(s) occasion(s) effectuez-vous des achats chez nous,produit_prefere,Quel est le dernier produit de la gamme Pariès que vous connaissez ?,8. Quels sont les produits de nos gammes que vous achetez chez d’autres artisans ?,Pourquoi ?,lieu_achat,Avez-vous déjà eu l’occasion de commander nos produits sur notre site en ligne ?,target_2_boutique_local,Pourquoi ?.1,Que devons-nous faire pour progresser ?,"14. Dans les grandes évolutions de la consommation, quelles sont les 3 qui vous tiennent le plus à cœur ?",Sexe,socio_pro,age,foyer,"S'il y a des enfants dans votre foyer, quel âge ont-ils ?",Êtes-vous abonné à notre newsletter ?,"Si non, confiez-moi votre adresse mail pour recevoir notre actualité (moins de 10 mails par an)",client,target_produit_pref,departement
55,2022-06-09,Biarritz,64200,Depuis toujours,visite exceptionnel,par hasard en passant devant; via les réseaux,Bon; Bien,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau; quand je reçois du monde ou quand je suis invitée,Macarons,Gateau basque aux agrumes,Chocolat,Chocolat trop gras,Toujours dans la même boutique,Non,,,Chocolat trop gras,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,1.0,,Non,,local,autre,64
56,2022-06-09,Biarritz,64100,Depuis toujours,visite exceptionnel,bouche à oreille,Chaleureux; Accueillant,pour me faire plaisir; pour faire un cadeau,Gateau basque,Je ne sais pas,Macarons,Bon aussi ailleurs,Toujours dans la même boutique,Non,oui,Gateau basque,Rien,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,1.0,,Non,**********,local,Gateau Basque,64
57,2022-06-09,Biarritz,33100,Depuis quelques années,visite exceptionnel,bouche à oreille,Qualité; Accueillant,pour me faire plaisir; pour faire un cadeau; quand je reçois du monde ou quand je suis invitée,Gateau basque,Gateau basque cerise,Chocolat,Bon aussi ailleurs,Toujours dans la même boutique,Non,,,Rien,"Alimentation santé bien être et transparence; Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Profession libérale,50/64,2.0,,Non,,touriste,Gateau Basque,33
58,2022-06-09,Biarritz,64200,C’est une de mes premières visites,visite régulière,bouche à oreille,Bien,pour me faire plaisir; pour faire un cadeau,Pâtisseries Baba au rhum; Gateau de voyage Eguskia,Je ne sais pas,Pâtisseries,Habitude,Toujours dans la même boutique,Non,,,Rien,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Retraité,65 et +,2.0,,Non,,local,autre,64
59,2022-06-09,Biarritz,64200,Depuis toujours,visite exceptionnel,"avec vos parents, votre famille",Savoureux; Touristique,pour faire un cadeau,Mouchous chocolat,Macarons,Aucun,,Toujours dans la même boutique,Non,,,Se faire plus connaitre (publicité),"Alimentation santé bien être et transparence; Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Etudiant,18/24,5.0,"entre 11 et 15 ans, plus de 15 ans",Oui,,local,chocolat,64
60,2022-06-09,Biarritz,37230,C’est une de mes premières visites,visite exceptionnel,par hasard en passant devant,Originalité; Colorée,pour faire un cadeau,Chocolat,Je ne sais pas,Chocolat noir,Chocolat: plus de noir 100% ailleurs,En fonction de l'endroit où je me trouve,Non,Non,Spécialités variées chez soi,Faire plus de dégustation;  Prendre plus le temps avec le client; Etre plus commercial,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Cadre et profession intellectuelle supérieure,50/64,3.0,entre 11 et 15 ans,Non,**********,touriste,chocolat,37
61,2022-06-09,Biarritz,59280,Depuis quelques années,visite exceptionnel,via les réseaux,Qualité; Tradition,pour régaler ma famille; pour faire un cadeau,Kanougas,Kit à faire soi même,Aucun,,Toujours dans la même boutique,Non,oui,Proximité,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Cadre et profession intellectuelle supérieure,35/49,1.0,,Oui,,touriste,autre,59
62,2022-06-09,Biarritz,33320,Depuis quelques années,visite exceptionnel,bouche à oreille,Amande,pour me faire plaisir,Mouchous,Je ne sais pas,Aucun,,Toujours dans la même boutique,Non,Non,Associé à la région,Rien,"Faire soi-même; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Profession libérale,25/34,1.0,,Non,,touriste,autre,33
63,2022-06-09,Biarritz,92330,Depuis quelques années,visite exceptionnel,"avec vos parents, votre famille",Mouchous ; Kanougas,pour me faire plaisir; pour faire un cadeau,Mouchous,Je ne sais pas,Gateau basque,Proximité,En fonction de l'endroit où je me trouve,Non,,,Je ne sais pas,Faire soi-même; Tradition et authenticité,Femme,Retraité,65 et +,2.0,,Non,,touriste,autre,92
64,2022-06-09,Biarritz,64200,Depuis quelques années,visite exceptionnel,par hasard en passant devant,Paysage,pour faire un cadeau,Mouchous,Kanougas,Viennoiseries,Proximité,Toujours dans la même boutique,Non,,,Rien,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Retraité,65 et +,2.0,,Non,,local,autre,64
65,2022-06-09,Biarritz,64990,Depuis quelques années,visite régulière,par hasard en passant devant; bouche à oreille,Qualité; Bien,pour me faire plaisir; pour faire un cadeau,Gateau basque,Chocolat,Aucun,,En fonction de l'endroit où je me trouve,Non,,,Installer plus de grandes pâtisseries à Biarritz,"Alimentation santé bien être et transparence; Faire soi-même; Consommation économe (recherche de bonnes affaires, de prix bas, de promotions…)",Femme,"Artisan, commerçant, chef d'entreprise",35/49,4.0,"- de 5 ans, entre 5 et 10 ans",Non,**********,local,Gateau Basque,64
66,2022-06-09,Biarritz,63690,Depuis quelques années,visite exceptionnel,"avec vos parents, votre famille",Bon; Accueillant,pour me faire plaisir; pour faire un cadeau; quand je reçois du monde ou quand je suis invitée,Gateau basque,Je ne sais pas,Chocolat,Bon aussi ailleurs,En fonction de l'endroit où je me trouve,Non,oui,Gateau basque chocolat,Baisser les prix; Augmenter la taille des gateaux basques,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Sans profession,50/64,1.0,,Non,,touriste,Gateau Basque,63
67,2022-06-09,Biarritz,64100,Depuis toujours,visite exceptionnel,"avec vos parents, votre famille",Bon; Accueillant,pour faire un cadeau,Gateau basque cerise,Je ne sais pas,Gateau basque,Proximité,Toujours dans la même boutique,Non,,,Je ne sais pas,"Faire soi-même; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,1.0,,Non,,local,Gateau Basque,64
68,2022-06-09,Biarritz,40170,Depuis quelques années,visite exceptionnel,bouche à oreille,Accueillant; Savoureux,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Mouchous,Chocolat,Macarons,Proximité,Toujours dans la même boutique,oui,oui,Pour offrir,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Retraité,65 et +,2.0,,Oui,,touriste,autre,40
69,2022-06-09,Biarritz,64200,Depuis quelques années,visite régulière,par hasard en passant devant,Excellent; Savoureux,pour me faire plaisir; pour faire un cadeau,Chocolat,Gateau basque noisette,Gateau basque,Bon aussi ailleurs,Toujours dans la même boutique,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,50/64,2.0,entre 11 et 15 ans,Non,,local,chocolat,64
70,2022-06-09,Biarritz,64200,Depuis quelques années,visite exceptionnel,par hasard en passant devant,Bien; Bon,pour me faire plaisir; pour faire un cadeau,Pâtisseries Eclair,Eclair café,Chocolat; Macarons,Pour changer,Toujours dans la même boutique,Non,,,Rien,Alimentation santé bien être et transparence; Faire soi-même; Tradition et authenticité,Femme,Retraité,65 et +,2.0,,Non,,local,autre,64
71,2022-06-09,Biarritz,64600,Depuis quelques années,visite régulière,bouche à oreille,Fiable; Bien,pour me faire plaisir; pour faire un cadeau; quand je reçois du monde ou quand je suis invitée,Mouchous,Je ne sais pas,Chocolat,Habitude,Toujours dans la même boutique,Non,,,Rien,"Alimentation santé bien être et transparence; Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,2.0,,Non,,local,autre,64
72,2022-06-09,Biarritz,64200,Depuis toujours,visite exceptionnel,"avec vos parents, votre famille",Chocolat; Mouchous,pour me faire plaisir; pour faire un cadeau,Mouchous,Gateau de voyage Garratz,Vienoiseries; Chocolat,Proximité,Toujours dans la même boutique,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Digital et alimentation (recherches en amont, acte d’achat, évaluation de l’acte d’achat); Tradition et authenticité",Femme,Employé,18/24,1.0,,Non,,local,autre,64
73,2022-06-10,Socoa,64122,Depuis toujours,visite exceptionnel,"avec vos parents, votre famille",Tradition; Qualité,pour faire un cadeau; quand je reçois du monde ou quand je suis invitée,Gateau basque noisette,Gateau basque aux agrumes,Chocolat,Pour changer,En fonction de l'endroit où je me trouve,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Cadre et profession intellectuelle supérieure,50/64,2.0,,Non,,local,Gateau Basque,64
74,2022-06-10,Socoa,73550,Depuis quelques années,visite exceptionnel,bouche à oreille,Bon; Qualité,pour faire un cadeau,Gateau basque,Je ne sais pas,Gateau basque,Proximité,En fonction de l'endroit où je me trouve,Non,Non,Associé à la région,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Cadre et profession intellectuelle supérieure,25/34,3.0,- de 5 ans,Non,,touriste,Gateau Basque,73
75,2022-06-10,Socoa,64100,Depuis quelques années,visite régulière,"avec vos parents, votre famille",Savoureux; Qualité,quand je reçois du monde ou quand je suis invitée,Gateau basque cerise,Totebag,Aucun,,En fonction de l'endroit où je me trouve,Non,,,Rien,"Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan); Consommation économe (recherche de bonnes affaires, de prix bas, de promotions…)",Homme,Cadre et profession intellectuelle supérieure,50/64,5.0,"entre 5 et 10 ans, plus de 15 ans",Non,,local,Gateau Basque,64
76,2022-06-10,Socoa,64122,Depuis quelques années,visite régulière,"avec vos parents, votre famille",Accueillant,pour faire un cadeau,Mouchous,Je ne sais pas,Pâtisseries; Viennoiseries,Proximité,En fonction de l'endroit où je me trouve,Non,,,Rien,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Retraité,65 et +,1.0,,Non,,local,autre,64
77,2022-06-10,Socoa,64122,Depuis quelques années,visite régulière,par hasard en passant devant,Variété; Bon,pour me faire plaisir; pour faire un cadeau,Kanougas; Touron Alicante,Kanougas au piment d'Espelette,Aucun,,Toujours dans la même boutique,Non,,,Rien,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,2.0,,Non,,local,autre,64
78,2022-06-10,Socoa,64990,Depuis moins d'un an,visite régulière,par hasard en passant devant,Réputée,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Espelines,Espelines,Gateau basque,Bon aussi ailleurs,En fonction de l'endroit où je me trouve,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,35/49,3.0,entre 11 et 15 ans,Non,**********,local,autre,64
79,2022-06-10,Socoa,64122,Depuis quelques années,visite régulière,"avec vos parents, votre famille",Qualité; Chaleureux,pour me faire plaisir,Kanougas,Pâtisseries Fraisier,Aucun,,En fonction de l'endroit où je me trouve,Non,,,Installer les pâtisseries à Socoa,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Tradition et authenticité",Homme,Profession libérale,65 et +,3.0,plus de 15 ans,Non,,local,autre,64
80,2022-06-10,Socoa,64200,Depuis quelques années,visite régulière,bouche à oreille,Colorée; Savoureux,pour me faire plaisir; pour faire un cadeau,Gateau basque cerise,Je ne sais pas,Gateau basque,Pour changer,En fonction de l'endroit où je me trouve,oui,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Etudiant,18/24,4.0,entre 11 et 15 ans,Non,**********,local,Gateau Basque,64
81,2022-06-10,Socoa,Londres,Depuis quelques années,visite exceptionnel,"avec vos parents, votre famille",Bon,pour me faire plaisir; pour régaler ma famille,Gateau basque,Je ne sais pas,Chocolat,Proximité,En fonction de l'endroit où je me trouve,Non,,,Gateau basque trop sucré,"Alimentation santé bien être et transparence; Faire soi-même; Consommation économe (recherche de bonnes affaires, de prix bas, de promotions…)",Homme,Employé,50/64,1.0,,Non,,touriste,Gateau Basque,étranger
82,2022-06-10,Socoa,64122,Depuis toujours,visite régulière,"avec vos parents, votre famille",Acceuillant; Savoureux,pour me faire plaisir; pour faire un cadeau,Gateau basque,Je ne sais pas,Aucun,,Toujours dans la même boutique,Non,,,Installer les pâtisseries à Socoa,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,2.0,,Non,,local,Gateau Basque,64
83,2022-06-10,Socoa,82000,Depuis moins d'un an,visite exceptionnel,bouche à oreille,Qualité,pour me faire plaisir; pour régaler ma famille; quand je reçois du monde ou quand je suis invitée,Kanougas,Pâte à tartiner,Chocolat,Proximité,Toujours dans la même boutique,Non,oui,Proximité,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Tradition et authenticité",Femme,Retraité,50/64,2.0,,Non,**********,touriste,autre,82
